0,120.827304315756
5e-05,343.383816807149
0.0001,530.716291022219
0.00015,688.299806219223
0.0002,820.745082569793
0.00025,931.934979112382
0.0003,1025.13944100655
0.00035,1103.11229855996
0.0004,1168.17278330856
0.00045,1222.27417405203
0.0005,1267.06160479141
0.00055,1303.92074570615
0.0006,1334.0187981492
0.00065,1358.33901713313
0.0007,1377.70978319368
0.00075,1392.82908417939
0.0008,1404.28513164975
0.00085,1412.57372215011
0.0009,1418.11285728032
0.00095,1421.25505533579
0.001,1422.29771897156
0.00105,1421.4653571971
0.0011,1420.63300243785
0.00115,1419.50288670974
0.0012,1418.37278292168
0.00125,1417.24269104836
0.0013,1416.11261106445
0.00135,1414.98254294462
0.0014,1413.85248666352
0.00145,1412.7224421958
0.0015,1411.5924095161
0.00155,1410.46238859909
0.0016,1409.33237941946
0.00165,1408.20238195191
0.0017,1407.6453740916
0.00175,1408.04329034431
0.0018,1410.24632352272
0.00185,1413.74975343918
0.0019,1418.26755068838
0.00195,1423.55828803739
0.002,1429.41812739088
0.00205,1435.67491418101
0.0021,1442.18320432815
0.00215,1448.82007652558
0.0022,1455.48160584835
0.00225,1462.07989426431
0.0023,1468.54057011149
0.00235,1474.80068248954
0.0024,1480.80692820448
0.00245,1486.51415875169
0.0025,1491.88412311312
0.00255,1496.8844091271
0.0026,1501.48755206875
0.00265,1505.67028403038
0.0027,1509.41290186136
0.00275,1512.69873493803
0.0028,1515.51369699126
0.00285,1517.84590870972
0.0029,1519.68537993353
0.00295,1521.02374201926
0.003,1521.85402244413
0.00305,1522.17045496968
0.0031,1521.96831973991
0.00315,1521.24380857679
0.0032,1520.14923664377
0.00325,1519.05467371337
0.0033,1517.92411125701
0.00335,1516.79356119878
0.0034,1515.66302351417
0.00345,1514.53249817857
0.0035,1513.40198516727
0.00355,1512.27148445544
0.0036,1511.14099601821
0.00365,1510.01051983058
0.0037,1508.88005586751
0.00375,1507.74960410388
0.0038,1506.6191645145
0.00385,1505.48873707413
0.0039,1504.3583217575
0.00395,1503.22791853928
0.004,1502.09752739411
0.00405,1500.96714829661
0.0041,1499.83678122137
0.00415,1498.70642614297
0.0042,1497.57608303599
0.00425,1496.44575187502
0.0043,1495.31543263462
0.00435,1494.18512528941
0.0044,1493.05482981401
0.00445,1491.92454618305
0.0045,1490.79427437124
0.00455,1489.66401435329
0.0046,1488.53376610398
0.00465,1487.40352959814
0.0047,1486.27330481067
0.00475,1485.14309171654
0.0048,1484.01289029078
0.00485,1482.91186055588
0.0049,1482.51851760299
0.00495,1483.2743953017
0.005,1484.94614702171
0.00505,1487.30500720842
0.0051,1490.15799052919
0.00515,1493.34227281845
0.0052,1496.72045928377
0.00525,1500.17659987907
0.0053,1503.61283386947
0.00535,1506.94656423842
0.0054,1510.10807827356
0.00545,1513.03854387635
0.0055,1515.68832226459
0.00555,1518.01554710377
0.0056,1519.98492799205
0.00565,1521.56674286637
0.0057,1522.73598949137
0.00575,1523.47167090387
